,authorID,projectContributions,methodsWritten,noOfClones,relativeClones,methodsWrittenCat,projectContributionsCat,developerExperienceNum,developerExperience
34006,bab65cc3-629b-fb5b-81cf-b357325a3fc5,3,45,19,0.4222222222222222,3,1,2.0,Medium
34008,baba7d6d-7834-f4f0-4b5d-65ad6ed5a356,2,13,0,0.0,2,1,1.5,Low
34014,babe5460-3887-eb91-9919-a0eca6111487,3,192,0,0.0,4,1,2.5,Medium
34017,bac276a8-8191-2839-75d2-bcad7453b9c6,2,9,1,0.1111111111111111,2,1,1.5,Low
34018,bac3fe41-df0a-0290-8106-10a9115c6732,7,37,23,0.6216216216216216,3,3,3.0,High
34022,bac94e5b-0dd5-01fe-4f8c-2426894af778,2,110,56,0.509090909090909,4,1,2.5,Medium
34025,baca2416-e55f-cea3-82f3-1b2c3956392f,2,13,0,0.0,2,1,1.5,Low
34026,bacd54c5-76d7-360c-0a36-bdf168fa44ed,3,12,0,0.0,2,1,1.5,Low
34034,badd4ed4-1c53-c245-233a-ea18cb17c9e7,6,159,48,0.3018867924528302,4,3,3.5,High
34037,bae1f562-a85c-ddc7-65e3-2e8f36a5b49b,8,96,72,0.75,4,4,4.0,High
34045,baec880c-fdbb-e3fc-b043-62e007aee039,3,14,0,0.0,2,1,1.5,Low
34046,baf0dcfd-a3a0-0944-e3db-359e543c007f,2,82,67,0.8170731707317073,4,1,2.5,Medium
34047,baf22c59-342e-5452-2b76-a18e8859ceaf,6,70,9,0.1285714285714285,4,3,3.5,High
34059,bb0a1535-862c-885c-12ac-1cfe7bc960ea,5,165,75,0.4545454545454545,4,2,3.0,High
34064,bb0efea1-24eb-4561-b150-e721cb79987d,2,18,3,0.1666666666666666,2,1,1.5,Low
34065,bb0fc0ab-8fe3-fa0b-7377-aa203888f3b2,3,199,3,0.0150753768844221,4,1,2.5,Medium
34069,bb119be5-137e-9754-5705-3faee04d93bc,2,24,0,0.0,2,1,1.5,Low
34073,bb1fbf75-653f-d352-7047-b2dfce84df52,5,5,5,1.0,1,2,1.5,Low
34077,bb24f40a-1095-fafa-4cec-85723965b48e,3,30,20,0.6666666666666666,2,1,1.5,Low
34080,bb2738e3-cd51-6862-455b-e77c112a62cb,2,5,0,0.0,1,1,1.0,Low
34083,bb2a2094-80df-e808-f7a3-0050010409b3,2,5,2,0.4,1,1,1.0,Low
34094,bb348f98-b280-8559-2454-3145af26460d,2,97,2,0.0206185567010309,4,1,2.5,Medium
34096,bb357553-bd3d-1b42-4d60-6be38f00d16a,2,40,1,0.025,3,1,2.0,Medium
34102,bb446427-2a7b-4c03-e5da-5f6d4798d68c,2,94,1,0.0106382978723404,4,1,2.5,Medium
34110,bb501843-4192-39ed-8632-120ac4e19e65,2,6,2,0.3333333333333333,2,1,1.5,Low
34112,bb5564fb-0f43-ff03-ccb3-06d3705aadd1,4,15,7,0.4666666666666667,2,2,2.0,Medium
34113,bb5ae223-bec4-1ce4-51ef-c67cbc56102f,3,8,4,0.5,2,1,1.5,Low
34120,bb65991e-9af5-3378-5343-560a129ed2a2,6,46,20,0.4347826086956521,3,3,3.0,High
34148,bb8679f8-7695-61be-b72e-6c0951e37ed0,2,19,6,0.3157894736842105,2,1,1.5,Low
34150,bb875b47-1cc9-e826-347f-7a62184f6a59,3,6,3,0.5,2,1,1.5,Low
34161,bb93b719-eec2-09cf-98dc-0d3533e1e1e0,2,123,0,0.0,4,1,2.5,Medium
34164,bb9778e3-861e-9fab-0131-fb8f20b39f46,6,36,9,0.25,3,3,3.0,High
34168,bb9de146-8ce5-ef6b-7303-2a23852710cc,3,12,8,0.6666666666666666,2,1,1.5,Low
34175,bba3b329-f0b4-8cca-89ac-a28b1c61b2c6,2,29,9,0.3103448275862069,2,1,1.5,Low
34183,bbb0d412-4036-df42-a78b-6a4559568229,2,16,6,0.375,2,1,1.5,Low
34187,bbb6f588-8116-470d-086c-edf60a1a01ff,2,6,0,0.0,2,1,1.5,Low
34191,bbbeecf2-05d8-eadd-8f04-ad2a48ca1f17,10,101,43,0.4257425742574257,4,4,4.0,High
34195,bbc4cab8-60d8-a712-facc-593e261738b7,3,13,0,0.0,2,1,1.5,Low
34197,bbc71f68-f1b9-4c94-865d-9b9e89111e53,2,13,0,0.0,2,1,1.5,Low
34202,bbd3ddce-48d6-72de-146d-3ef65cda0005,2,34,23,0.6764705882352942,3,1,2.0,Medium
34203,bbd3f5e6-bfc9-3e3f-562e-6ed441ff1e25,3,96,54,0.5625,4,1,2.5,Medium
34208,bbe3d61a-da62-b09a-a94e-1cac5ce4de28,6,9,7,0.7777777777777778,2,3,2.5,Medium
34219,bbf283bb-34dd-c7e3-75aa-2844132d1367,4,20,8,0.4,2,2,2.0,Medium
34228,bc03a68b-fcef-e4f2-a920-a69584308195,2,30,16,0.5333333333333333,2,1,1.5,Low
34229,bc042456-5c66-23f8-fdb6-a556c2c7f1c0,2,184,87,0.4728260869565217,4,1,2.5,Medium
34231,bc073f1e-a62b-b17b-7508-c920b8126ae9,2,23,0,0.0,2,1,1.5,Low
34246,bc1c543b-5dff-60aa-47f1-757273eb978b,3,90,11,0.1222222222222222,4,1,2.5,Medium
34251,bc229cc2-eed7-d276-b0aa-fe169e38d82d,3,10,1,0.1,2,1,1.5,Low
34253,bc24bb4d-1dc0-5b73-626d-86aec1231741,5,8,4,0.5,2,2,2.0,Medium
34256,bc26300f-51d5-79ad-c484-5f77a259e9e8,2,23,0,0.0,2,1,1.5,Low
34261,bc2ce927-40db-4c4c-9c7b-6ea9c72bfedb,2,18,1,0.0555555555555555,2,1,1.5,Low
34263,bc2d6544-247e-0731-2ce6-3dc18c3242c5,2,23,0,0.0,2,1,1.5,Low
34264,bc2e30dc-b101-4dd2-3336-20029c1e15a0,10,23,14,0.6086956521739131,2,4,3.0,High
34275,bc3b4fc0-5059-549d-51d4-1d8d69c2b522,3,39,1,0.0256410256410256,3,1,2.0,Medium
34281,bc447e99-3277-206c-8108-af7a26b51e5d,4,30,1,0.0333333333333333,2,2,2.0,Medium
34284,bc4ba1e9-1a30-9988-2dad-8623ba24f73c,5,9,5,0.5555555555555556,2,2,2.0,Medium
34291,bc54a49e-39c5-d59f-d8ee-db67493c66bc,2,20,6,0.3,2,1,1.5,Low
34296,bc593505-da65-d7b1-a694-58d3cbce5f37,2,5,2,0.4,1,1,1.0,Low
34305,bc68f883-abc7-f5d0-cead-2192010c0680,2,64,27,0.421875,4,1,2.5,Medium
34306,bc6acf3c-229c-1b50-a7c8-189a1cc575d3,4,38,7,0.1842105263157894,3,2,2.5,Medium
34307,bc6b69d3-a3d7-d87c-3ac5-9517313c7284,2,13,0,0.0,2,1,1.5,Low
34316,bc72efcf-2213-4812-eef7-5a894ef1b822,3,79,6,0.0759493670886076,4,1,2.5,Medium
34323,bc77c255-2e95-df33-9b1b-8787487af1d0,2,26,8,0.3076923076923077,2,1,1.5,Low
34324,bc77d810-600c-16ea-c279-a4e564aed5ab,2,22,10,0.4545454545454545,2,1,1.5,Low
34325,bc797b08-7a66-68a8-5fb7-ada61fe4615a,2,102,51,0.5,4,1,2.5,Medium
34334,bc8810c4-aaa6-6dc0-4673-da8cc5bf514e,2,28,0,0.0,2,1,1.5,Low
34338,bc897c88-0a0f-6dec-bb19-3d3e17208c94,5,158,50,0.3164556962025316,4,2,3.0,High
34339,bc8a7a8e-59c9-7684-24af-cef942504a1e,3,86,4,0.0465116279069767,4,1,2.5,Medium
34341,bc8f62b4-4435-c79a-e196-b0bdd888cfab,2,16,16,1.0,2,1,1.5,Low
34343,bc90cf12-9a1b-bbcb-0299-cd4a21bf2347,3,35,4,0.1142857142857142,3,1,2.0,Medium
34346,bc92a9d5-589d-1cb6-faf0-fb5d091250a4,3,162,6,0.037037037037037,4,1,2.5,Medium
34351,bc99805e-eec2-e866-e27c-999da87d1fcd,3,66,21,0.3181818181818182,4,1,2.5,Medium
34363,bcaa677e-e745-6a44-3054-4212cc3abd24,3,10,3,0.3,2,1,1.5,Low
34367,bcb31b30-f02c-6c3b-a37c-9f691b0eb435,3,23,12,0.5217391304347826,2,1,1.5,Low
34371,bcbf817f-0a04-0eb7-44ac-442658109ec9,5,126,23,0.1825396825396825,4,2,3.0,High
34381,bcce1b3c-aeab-0748-0b84-9f7f9c48df2a,2,25,22,0.88,2,1,1.5,Low
34390,bcdcbd63-2719-f886-ec2e-99ad352d101c,2,42,0,0.0,3,1,2.0,Medium
34395,bce5242f-3cdc-f9d3-a338-dc9ea9ec0e3d,2,20,8,0.4,2,1,1.5,Low
34401,bcecbd51-393a-039e-ba07-e415b938ac76,4,120,1,0.0083333333333333,4,2,3.0,High
34405,bcf378ed-8610-121a-c4a5-bcf216fa5192,2,21,3,0.1428571428571428,2,1,1.5,Low
34409,bcf9309d-9153-2fea-79d8-dedb690321ff,3,18,3,0.1666666666666666,2,1,1.5,Low
34414,bd05c5df-7ab0-3231-cc41-a73b2c925d25,2,18,8,0.4444444444444444,2,1,1.5,Low
34426,bd15f0d2-5da1-9b51-5b3a-af287d67e99c,6,83,1,0.0120481927710843,4,3,3.5,High
34430,bd1ac643-273f-2c6f-1ddb-b7974209db25,2,10,5,0.5,2,1,1.5,Low
34432,bd1cdedc-b7a8-f4c5-0f39-38c553087fc4,2,30,12,0.4,2,1,1.5,Low
34435,bd27fb16-9934-19d9-4a06-4fc5f4a85da9,5,15,6,0.4,2,2,2.0,Medium
34440,bd2e49a0-d6d6-cf1a-d76d-111429a435f9,10,167,60,0.3592814371257485,4,4,4.0,High
34446,bd3d45fb-d213-3e68-f9c2-cc3a6296d3e4,3,15,3,0.2,2,1,1.5,Low
34449,bd42c105-7b44-59db-5bef-c4802292a6bd,3,95,6,0.0631578947368421,4,1,2.5,Medium
34451,bd4761fb-0a47-bc02-4c59-fac7d737c680,2,60,58,0.9666666666666668,4,1,2.5,Medium
34456,bd4bceb2-06cd-fff5-3453-a596f8124759,6,154,41,0.2662337662337662,4,3,3.5,High
34458,bd4e35d8-a77c-96c2-7e9e-c0a12f9367fb,2,9,1,0.1111111111111111,2,1,1.5,Low
34463,bd57eafa-d729-d527-974a-cddf795bfcc7,4,10,5,0.5,2,2,2.0,Medium
34470,bd646222-6457-6631-4e2d-bad1aa753eb4,3,47,1,0.0212765957446808,3,1,2.0,Medium
34471,bd650679-c61d-8af6-abb4-61b42ae8aa9e,2,7,1,0.1428571428571428,2,1,1.5,Low
34483,bd76595b-c16d-16ed-2171-1d89c210eaff,3,10,2,0.2,2,1,1.5,Low
34485,bd7a9251-c01d-b975-8e5f-f8dfa43b69f8,3,67,5,0.0746268656716417,4,1,2.5,Medium
34492,bd889d17-84a5-128b-1b50-9de1d6de119b,5,5,3,0.6,1,2,1.5,Low
34493,bd8989d9-7468-cb50-ad6a-21f964070ed0,2,12,0,0.0,2,1,1.5,Low
34497,bd956d24-4aa4-8299-4f41-111aaa47d9b8,6,35,20,0.5714285714285714,3,3,3.0,High
34505,bd988d47-31a0-958b-dd66-a15716c16cb4,3,82,28,0.3414634146341463,4,1,2.5,Medium
34512,bd9d8f1b-fdd7-6ac3-eb7e-a0905aac0acd,6,14,10,0.7142857142857143,2,3,2.5,Medium
34516,bda0b87a-74f7-d8a7-9f80-cfab4af7e9a3,4,29,10,0.3448275862068966,2,2,2.0,Medium
34526,bdaf7af3-faf3-4fbf-90dc-6a0bf7219644,6,6,5,0.8333333333333334,2,3,2.5,Medium
34531,bdb5fbf8-fcdd-b092-4ac6-9599ba4793da,2,107,0,0.0,4,1,2.5,Medium
34534,bdbd3e26-215e-e57d-610e-8c8310ed99ce,3,115,46,0.4,4,1,2.5,Medium
34537,bdc3af06-7a5f-b4d6-561f-5b885f562cf5,3,77,26,0.3376623376623376,4,1,2.5,Medium
34545,bdccbdd0-8bc5-ee06-511b-1ac0321564a5,2,8,0,0.0,2,1,1.5,Low
34548,bdcda425-fbfe-21f8-9574-69c96955d5a6,2,47,0,0.0,3,1,2.0,Medium
34560,bddffccf-15aa-be3e-f91a-212cf32af147,3,10,0,0.0,2,1,1.5,Low
34564,bde1f821-fa5c-e177-58ba-ee7b137b3034,2,12,11,0.9166666666666666,2,1,1.5,Low
34581,bdf9aec8-e94e-da72-3ab4-f87cf9076393,3,48,10,0.2083333333333333,3,1,2.0,Medium
34584,bdfcfe96-a6c4-4e2b-9507-a6d157a601af,3,73,20,0.273972602739726,4,1,2.5,Medium
34586,be000d4b-235b-b4d3-bf4a-ee474e78e4f1,2,24,1,0.0416666666666666,2,1,1.5,Low
34587,be0345f8-cea9-e2e8-b8d7-871981768d11,2,81,55,0.6790123456790124,4,1,2.5,Medium
34590,be076274-65ab-7dda-115a-88675c0e419d,2,35,1,0.0285714285714285,3,1,2.0,Medium
34603,be1728c0-4d9d-aea7-02e8-800b5176a45a,2,12,0,0.0,2,1,1.5,Low
34607,be1da4d4-984c-9db2-6607-0e9b3fd6b387,2,21,5,0.238095238095238,2,1,1.5,Low
34610,be1ec616-86e9-5c57-b928-c59a0dd72a10,2,20,0,0.0,2,1,1.5,Low
34613,be2468a8-e199-dea1-4099-db0c1c6c5ab5,2,19,4,0.2105263157894736,2,1,1.5,Low
34614,be276039-3438-a6c5-50c7-660089e8a5d4,8,10,7,0.7,2,4,3.0,High
34615,be278980-996c-dbd2-216a-0e1eb2fd6bd2,4,81,26,0.3209876543209876,4,2,3.0,High
34620,be2bdae2-cc75-ab20-27f9-7905bf59dc7e,3,7,2,0.2857142857142857,2,1,1.5,Low
34623,be2dd027-9740-a3a1-ddba-9a8f4638e97a,2,77,3,0.0389610389610389,4,1,2.5,Medium
34626,be306f4e-7118-0a3c-d4d7-afa914e7f917,6,102,102,1.0,4,3,3.5,High
34629,be3210ce-98fe-8b76-4d85-7cd2d3e623d4,6,87,7,0.0804597701149425,4,3,3.5,High
34638,be3e3f33-1bbc-18ba-b4bb-e9a3e773d8ba,5,31,19,0.6129032258064516,3,2,2.5,Medium
34642,be449670-3b22-4318-98d4-15163f209d66,2,5,0,0.0,1,1,1.0,Low
34646,be46746d-1597-15a4-6679-de51e28278df,2,24,1,0.0416666666666666,2,1,1.5,Low
34648,be48aaab-0273-0750-17c2-6fd9727667a0,2,14,1,0.0714285714285714,2,1,1.5,Low
34656,be54c4d6-5988-165f-9ea9-46d8f37ba7e3,3,115,66,0.5739130434782609,4,1,2.5,Medium
34661,be593345-a9fd-5605-2a79-d18efb5a6ba7,2,28,3,0.1071428571428571,2,1,1.5,Low
34663,be5ad893-53bc-a13d-bc33-93529160b68c,9,64,37,0.578125,4,4,4.0,High
34664,be5b1fd9-f5e8-44e6-1497-5d7365cba39e,2,69,8,0.1159420289855072,4,1,2.5,Medium
34665,be5bfa6b-64a5-9f13-1099-62d6229c892c,2,116,1,0.0086206896551724,4,1,2.5,Medium
34666,be5e7550-6e63-b162-637f-ec3287e785b6,4,69,3,0.0434782608695652,4,2,3.0,High
34667,be5f5818-9093-c1b5-35e1-bf74c0ad0cbb,3,8,0,0.0,2,1,1.5,Low
34671,be62c155-59ec-9272-ef5e-9074963f21c0,8,105,65,0.6190476190476191,4,4,4.0,High
34685,be79a990-cbe5-eccd-49c3-bd6616207761,4,12,9,0.75,2,2,2.0,Medium
34689,be8229c2-d608-566c-e524-35b9656ef24d,2,5,1,0.2,1,1,1.0,Low
34696,be8877ed-680a-c6b6-6ad0-0fecdcd821e5,2,162,79,0.4876543209876543,4,1,2.5,Medium
34699,be8d211a-683a-99c6-cfc0-f578cba05f61,3,6,2,0.3333333333333333,2,1,1.5,Low
34702,be91d15d-3d94-167b-2015-4c3361a9ec1a,3,51,0,0.0,4,1,2.5,Medium
34708,be9d69c5-f7a2-d55f-6c33-5dc590a0d5f7,2,54,0,0.0,4,1,2.5,Medium
34714,bea07ebc-a456-4787-a1f1-eb92a33e284f,3,15,9,0.6,2,1,1.5,Low
34728,beb1b629-268e-c229-c9b8-d03941f6416b,3,88,27,0.3068181818181818,4,1,2.5,Medium
34733,beb5975b-7f4f-7edb-18ac-21201e3cd365,9,28,14,0.5,2,4,3.0,High
34741,bebda6a0-677a-a306-7f84-8eaeca66a390,2,42,1,0.0238095238095238,3,1,2.0,Medium
34743,bebfbe4c-c463-2a33-0fa7-6ba4b023c330,4,37,26,0.7027027027027027,3,2,2.5,Medium
34752,bec877d6-f9b2-a06b-f4f6-36225bf147db,3,90,19,0.2111111111111111,4,1,2.5,Medium
34753,bec8dbfe-422d-4f84-b99b-20fcc4261e3d,2,7,0,0.0,2,1,1.5,Low
34764,bed78ed1-a9a0-154c-2c65-37494e0ac3d8,2,5,1,0.2,1,1,1.0,Low
34784,bef4bede-23c5-b944-3685-8c1bec04ac4d,2,12,0,0.0,2,1,1.5,Low
34789,befa372b-315f-5b93-3976-3be0027074ae,2,8,0,0.0,2,1,1.5,Low
34799,bf07ed51-f194-cc28-01b7-60678642f946,9,85,10,0.1176470588235294,4,4,4.0,High
34800,bf087ec9-93dd-9672-2dc5-ac6343a7fdb0,2,33,18,0.5454545454545454,3,1,2.0,Medium
34804,bf0f054b-37d3-7ce8-c24c-92b6cea7d051,2,16,7,0.4375,2,1,1.5,Low
34808,bf127e63-72e6-9de9-b24f-4f6159e179b9,2,6,6,1.0,2,1,1.5,Low
34810,bf14d5b9-bde9-2d3d-facc-3f27460f39f1,2,64,32,0.5,4,1,2.5,Medium
34812,bf16f5fc-418f-1b07-ba00-2d1518a69683,2,9,0,0.0,2,1,1.5,Low
34822,bf209bbf-3ad4-54d6-1a74-3243b915d1ab,5,65,43,0.6615384615384615,4,2,3.0,High
34828,bf2b73f7-50be-83a1-9aad-eb1ba3482b0c,3,21,0,0.0,2,1,1.5,Low
34829,bf2c806c-43eb-388d-f06f-19f0aaa53be8,5,14,5,0.3571428571428571,2,2,2.0,Medium
34837,bf3776c1-945e-09a9-bb2b-d2362e40164a,5,79,70,0.8860759493670886,4,2,3.0,High
34838,bf38438a-b7e0-2d89-34bb-cbadce5d062f,2,8,3,0.375,2,1,1.5,Low
34841,bf465ebd-74bb-fa36-c92e-7aab0de1c9ce,2,77,31,0.4025974025974026,4,1,2.5,Medium
34842,bf469cd0-dfa7-fb59-c67f-37fbc81b5f04,3,15,8,0.5333333333333333,2,1,1.5,Low
34844,bf49a75c-1b92-8052-4ab9-0e05a857ad74,3,44,4,0.0909090909090909,3,1,2.0,Medium
34845,bf4a5264-c737-1350-b1ac-762e2297bebf,2,22,6,0.2727272727272727,2,1,1.5,Low
34848,bf4fdb13-2a2a-1fff-7b4b-5c93fe2ef19d,2,32,6,0.1875,3,1,2.0,Medium
34850,bf517e13-2648-4901-d1a4-c28bf25ccfac,2,30,1,0.0333333333333333,2,1,1.5,Low
34865,bf639343-3056-165b-1d06-e18f39d5a772,2,21,0,0.0,2,1,1.5,Low
34868,bf679ce0-f896-c1f6-7f94-a1240240758d,2,111,20,0.1801801801801801,4,1,2.5,Medium
34871,bf6998eb-8549-60f0-1c85-84e415726b1c,2,11,0,0.0,2,1,1.5,Low
34888,bf8066d8-a213-0290-8a55-ad2242ec0b71,3,10,4,0.4,2,1,1.5,Low
34895,bf89ecc0-8473-ea17-9e6c-545bffb8e453,2,7,1,0.1428571428571428,2,1,1.5,Low
34901,bf91ca0a-2983-8ad4-6bc2-faf358bcb96c,3,47,6,0.1276595744680851,3,1,2.0,Medium
34909,bf9eb74e-2c94-cbae-1db4-452ff79b9230,2,16,0,0.0,2,1,1.5,Low
34916,bfa88157-68e7-e7ad-d610-d4596be3b5d2,3,22,10,0.4545454545454545,2,1,1.5,Low
34918,bfaa5789-36d6-4978-7a89-c54de2b34257,3,30,9,0.3,2,1,1.5,Low
34920,bfaac914-713d-47b2-e505-280b4943fd69,2,31,6,0.1935483870967742,3,1,2.0,Medium
34929,bfbf7f77-49f6-ab0a-f935-b8e500b52a17,5,5,5,1.0,1,2,1.5,Low
34935,bfc4ae23-36d1-6684-f632-9f762d0df1ec,4,112,59,0.5267857142857143,4,2,3.0,High
34938,bfc61333-c8dd-e1db-966c-cd7417fdac95,3,20,1,0.05,2,1,1.5,Low
34948,bfd8401a-8a91-8bde-623b-1d58bbfd35b4,5,45,25,0.5555555555555556,3,2,2.5,Medium
34954,bfde3cc3-75c1-cd59-2391-41a521082f52,2,30,11,0.3666666666666666,2,1,1.5,Low
34956,bfe2e0bb-bc5c-ecd4-9a77-6ff616c541e2,4,8,3,0.375,2,2,2.0,Medium
34957,bfe305ac-e723-179e-8221-ec41fb8e64a9,8,104,33,0.3173076923076923,4,4,4.0,High
34970,bffc915e-58a4-495b-0f85-d9e1054b0438,2,8,1,0.125,2,1,1.5,Low
35007,c0314472-d596-3ead-bea8-64f0215dd34e,3,23,0,0.0,2,1,1.5,Low
35009,c032df78-38bb-230a-8149-46d705318eea,4,47,22,0.4680851063829787,3,2,2.5,Medium
35012,c035bd5a-bdb7-74fc-afa1-ae12204fe75a,3,152,27,0.1776315789473684,4,1,2.5,Medium
35021,c04710cd-1582-26a5-9a1b-7101790e7a33,2,28,1,0.0357142857142857,2,1,1.5,Low
35022,c0486577-34d7-9cd7-484a-2db28020d807,7,14,11,0.7857142857142857,2,3,2.5,Medium
35024,c048a82f-3846-636a-beee-5a1ab287c3a5,7,165,83,0.503030303030303,4,3,3.5,High
35026,c04a55b8-988f-d1fa-67fa-f7bad76ea0fd,5,5,4,0.8,1,2,1.5,Low
35030,c04ca778-9395-a93e-0b07-f3c1c6f16f9a,2,12,2,0.1666666666666666,2,1,1.5,Low
35034,c0548398-152c-1bbc-4739-7f364f45dac0,7,32,5,0.15625,3,3,3.0,High
35037,c0584ba0-b1e1-1fbe-f69e-90207b58c04d,2,11,5,0.4545454545454545,2,1,1.5,Low
35043,c05dd75a-ed8a-4cf3-97c9-6283fc6ffadf,2,65,13,0.2,4,1,2.5,Medium
35048,c0636488-72ce-1887-4966-126b5ac45cd5,3,42,5,0.119047619047619,3,1,2.0,Medium
35051,c0647641-5fd4-d3f1-c900-f2536718fb57,2,7,0,0.0,2,1,1.5,Low
35056,c069c809-fc93-72e1-2644-9178e6d5b846,2,6,2,0.3333333333333333,2,1,1.5,Low
35061,c06d8adc-cb85-a122-f63a-d9daa2585dea,2,13,0,0.0,2,1,1.5,Low
35069,c07564fe-4091-0c0b-e5f8-4e612dc304b2,4,28,0,0.0,2,2,2.0,Medium
35073,c0794ee7-08cf-acd9-cb3b-bbeb1abc3acb,3,32,22,0.6875,3,1,2.0,Medium
35087,c08fd102-f177-48d3-ce46-5bc9f03c53a3,2,71,1,0.0140845070422535,4,1,2.5,Medium
35088,c09050a6-454c-c044-336d-ea5f7682c000,2,164,6,0.0365853658536585,4,1,2.5,Medium
35093,c094d06f-81ed-fa27-5f98-13c1c40046ea,4,39,8,0.2051282051282051,3,2,2.5,Medium
35096,c09a91e1-bc2d-caca-44d4-140da1a4c74a,2,92,0,0.0,4,1,2.5,Medium
35097,c09bca58-a48a-23d0-ec06-e8c378b852b9,2,6,1,0.1666666666666666,2,1,1.5,Low
35106,c0ad25c2-b2d5-91ea-7ef0-11a67bf1a756,2,6,2,0.3333333333333333,2,1,1.5,Low
35112,c0b36e61-be3f-7500-b293-99772547c0e2,2,9,2,0.2222222222222222,2,1,1.5,Low
35118,c0ba0fb5-3db9-79e6-f142-544c45a353c2,6,17,12,0.7058823529411765,2,3,2.5,Medium
35120,c0bc1ea9-901c-86b7-609f-35246fe1693d,2,36,14,0.3888888888888889,3,1,2.0,Medium
35122,c0be6204-09e8-ce4a-359e-ce49193629e4,4,24,9,0.375,2,2,2.0,Medium
35128,c0cb6e45-57c8-914a-bdb6-3b3752c1e650,2,14,0,0.0,2,1,1.5,Low
35130,c0d1729d-0af4-f075-ace1-b37a73cf214d,2,8,3,0.375,2,1,1.5,Low
35131,c0d2288b-d056-2764-29c2-c78060387493,3,12,5,0.4166666666666667,2,1,1.5,Low
35139,c0d77ed4-e641-46a6-efde-49bfd9c602f6,2,29,8,0.2758620689655172,2,1,1.5,Low
35140,c0d8590c-1677-4c93-cd14-363706deed73,5,56,12,0.2142857142857142,4,2,3.0,High
35153,c0ef6b6d-3057-3b57-8ba3-6d56ecdf6177,2,15,0,0.0,2,1,1.5,Low
35159,c0f7f69e-7ab9-bb76-8901-a50be98ad597,3,82,39,0.4756097560975609,4,1,2.5,Medium
35164,c0ffe933-a833-0884-c058-1cb2b1e5530c,3,17,5,0.2941176470588235,2,1,1.5,Low
35169,c108af66-7908-7ff5-23ae-bf19a1d2b83d,3,17,3,0.1764705882352941,2,1,1.5,Low
35172,c10cb3ae-496e-9ef2-a477-543aad8ec674,2,70,2,0.0285714285714285,4,1,2.5,Medium
35175,c10fc122-eb15-ce72-cb19-d29cbe2bc691,3,66,43,0.6515151515151515,4,1,2.5,Medium
35176,c1100dc4-4fc5-0476-c46b-94d0ee5128ec,2,12,6,0.5,2,1,1.5,Low
35181,c117cb83-ffa7-72f0-8b79-e0ec733d28c3,2,92,2,0.0217391304347826,4,1,2.5,Medium
35184,c1199af9-6cd7-4e04-889a-4f5b93ef7260,2,7,0,0.0,2,1,1.5,Low
35190,c120cb1e-3210-e1b0-957a-eadb55615efb,6,40,14,0.35,3,3,3.0,High
35197,c1280b81-a4bb-72c8-4b5e-33e92a838380,3,10,5,0.5,2,1,1.5,Low
35199,c1295e5e-4c94-e398-5b60-cebb8ad8e9c4,5,22,10,0.4545454545454545,2,2,2.0,Medium
35205,c13173e2-0e90-5b62-bf57-8304afca1bd0,4,10,0,0.0,2,2,2.0,Medium
35213,c14ac0e7-3acb-9713-f59f-1dbe3e385e49,9,45,13,0.2888888888888888,3,4,3.5,High
35228,c1607b3c-4298-aa21-6eda-98884d66b4f9,3,6,4,0.6666666666666666,2,1,1.5,Low
35232,c1673a0e-33bc-45d8-6b08-01dd2010a2c1,2,84,1,0.0119047619047619,4,1,2.5,Medium
35241,c16dc10f-ea06-4950-b11b-ffc94024ba3a,3,105,28,0.2666666666666666,4,1,2.5,Medium
35243,c16e5a94-fe29-c9f6-5542-d7618daf0281,3,110,4,0.0363636363636363,4,1,2.5,Medium
35244,c16e7e68-c669-228f-eb5b-24546767a49a,3,11,6,0.5454545454545454,2,1,1.5,Low
35249,c1737be3-6e12-309f-4e9c-2822e47b0a13,5,167,125,0.7485029940119761,4,2,3.0,High
35253,c1782ff7-dd6b-723c-4163-503786de0302,4,46,0,0.0,3,2,2.5,Medium
35255,c1798230-24c9-5c58-9892-6d22c6555434,2,10,3,0.3,2,1,1.5,Low
35264,c188ef1d-8b34-4b74-bd10-d71bb85a7eb1,3,123,0,0.0,4,1,2.5,Medium
35267,c18b3962-df54-56d2-539a-b8e895cb0b60,2,16,0,0.0,2,1,1.5,Low
35274,c193e842-f490-907c-a913-f4e681fd97c8,2,9,0,0.0,2,1,1.5,Low
35278,c19e0412-9f88-fd62-a3b8-925d270d4ca2,2,9,1,0.1111111111111111,2,1,1.5,Low
35282,c1a20053-4aad-b0a9-041a-3528a8f03700,3,17,6,0.3529411764705882,2,1,1.5,Low
35289,c1ac069c-ed1b-912f-f4df-dd1c141d9a20,2,134,73,0.5447761194029851,4,1,2.5,Medium
35292,c1ad3812-1edd-4201-2511-39b83ff07dc6,2,22,19,0.8636363636363636,2,1,1.5,Low
35295,c1b018d1-d426-b106-e613-73a530b3f376,2,10,1,0.1,2,1,1.5,Low
35297,c1b0cf6e-9f3e-1540-df95-8363bcbe8348,2,7,3,0.4285714285714285,2,1,1.5,Low
35300,c1b5ce5a-51e9-cfde-d63d-f9845b2b2438,3,13,5,0.3846153846153846,2,1,1.5,Low
35307,c1bcf1d7-be44-1f9c-694e-94658673d630,2,20,0,0.0,2,1,1.5,Low
35311,c1c5228c-3ad0-751a-54fd-36548f64416a,2,16,8,0.5,2,1,1.5,Low
